state,date,dates,confirmed
AR,2020-08-08,"{'delta': {'confirmed': 68, 'recovered': 104, 'tested': 2886}, 'total': {'confirmed': 2117, 'deceased': 3, 'recovered': 1430, 'tested': 104833}}",2117.0
AR,2020-08-09,"{'delta': {'confirmed': 38, 'recovered': 52, 'tested': 1959}, 'total': {'confirmed': 2155, 'deceased': 3, 'recovered': 1482, 'tested': 106792}}",2155.0
AR,2020-08-10,"{'delta': {'confirmed': 76, 'recovered': 110, 'tested': 3071}, 'total': {'confirmed': 2231, 'deceased': 3, 'recovered': 1592, 'tested': 109863}}",2231.0
AR,2020-08-11,"{'delta': {'confirmed': 96, 'recovered': 42, 'tested': 2826}, 'total': {'confirmed': 2327, 'deceased': 3, 'recovered': 1634, 'tested': 112689}}",2327.0
AR,2020-08-12,"{'delta': {'confirmed': 103, 'recovered': 25, 'tested': 3069}, 'total': {'confirmed': 2430, 'deceased': 3, 'recovered': 1659, 'tested': 115758}}",2430.0
AR,2020-08-13,"{'delta': {'confirmed': 82, 'deceased': 1, 'recovered': 59, 'tested': 3124}, 'total': {'confirmed': 2512, 'deceased': 4, 'recovered': 1718, 'tested': 118882}}",2512.0
AR,2020-08-14,"{'delta': {'confirmed': 95, 'deceased': 1, 'recovered': 32, 'tested': 2489}, 'total': {'confirmed': 2607, 'deceased': 5, 'recovered': 1750, 'tested': 121371}}",2607.0
AR,2020-08-15,"{'delta': {'confirmed': 51, 'recovered': 21, 'tested': 1483}, 'total': {'confirmed': 2658, 'deceased': 5, 'recovered': 1771, 'tested': 122854}}",2658.0
AR,2020-08-16,"{'delta': {'confirmed': 43, 'recovered': 37, 'tested': 1932}, 'total': {'confirmed': 2701, 'deceased': 5, 'recovered': 1808, 'tested': 124786}}",2701.0
AR,2020-08-17,"{'delta': {'confirmed': 40, 'recovered': 85, 'tested': 2500}, 'total': {'confirmed': 2741, 'deceased': 5, 'recovered': 1893, 'tested': 127286}}",2741.0
AR,2020-08-18,"{'delta': {'confirmed': 134, 'recovered': 56, 'tested': 2960}, 'total': {'confirmed': 2875, 'deceased': 5, 'recovered': 1949, 'tested': 130246}}",2875.0
AR,2020-08-19,"{'delta': {'confirmed': 75, 'recovered': 73, 'tested': 2802}, 'total': {'confirmed': 2950, 'deceased': 5, 'recovered': 2022, 'tested': 133048}}",2950.0
AR,2020-08-20,"{'delta': {'confirmed': 116, 'recovered': 71, 'tested': 3044}, 'total': {'confirmed': 3066, 'deceased': 5, 'recovered': 2093, 'tested': 136092}}",3066.0
AR,2020-08-21,"{'delta': {'confirmed': 60, 'recovered': 32, 'tested': 2821}, 'total': {'confirmed': 3126, 'deceased': 5, 'recovered': 2125, 'tested': 138913}}",3126.0
AR,2020-08-22,"{'delta': {'confirmed': 97, 'recovered': 103, 'tested': 2742}, 'total': {'confirmed': 3223, 'deceased': 5, 'recovered': 2228, 'tested': 141655}}",3223.0
AR,2020-08-23,"{'delta': {'confirmed': 40, 'recovered': 69, 'tested': 1971}, 'total': {'confirmed': 3263, 'deceased': 5, 'recovered': 2297, 'tested': 143626}}",3263.0
AR,2020-08-24,"{'delta': {'confirmed': 49, 'recovered': 130, 'tested': 2386}, 'total': {'confirmed': 3312, 'deceased': 5, 'recovered': 2427, 'tested': 146012}}",3312.0
AR,2020-08-25,"{'delta': {'confirmed': 100, 'recovered': 81, 'tested': 3261}, 'total': {'confirmed': 3412, 'deceased': 5, 'recovered': 2508, 'tested': 149273}}",3412.0
AR,2020-08-26,"{'delta': {'confirmed': 143, 'recovered': 55, 'tested': 3579}, 'total': {'confirmed': 3555, 'deceased': 5, 'recovered': 2563, 'tested': 152852}}",3555.0
AR,2020-08-27,"{'delta': {'confirmed': 78, 'recovered': 58, 'tested': 2898}, 'total': {'confirmed': 3633, 'deceased': 5, 'recovered': 2621, 'tested': 155750}}",3633.0
AR,2020-08-28,"{'delta': {'confirmed': 112, 'deceased': 2, 'recovered': 88, 'tested': 3243}, 'total': {'confirmed': 3745, 'deceased': 7, 'recovered': 2709, 'tested': 158993}}",3745.0
AR,2020-08-29,"{'delta': {'confirmed': 132, 'recovered': 45, 'tested': 2532}, 'total': {'confirmed': 3877, 'deceased': 7, 'recovered': 2754, 'tested': 161525}}",3877.0
AR,2020-08-30,"{'delta': {'confirmed': 157, 'recovered': 68, 'tested': 2999}, 'total': {'confirmed': 4034, 'deceased': 7, 'recovered': 2822, 'tested': 164524}}",4034.0
AR,2020-08-31,"{'delta': {'confirmed': 78, 'recovered': 63, 'tested': 3091}, 'total': {'confirmed': 4112, 'deceased': 7, 'recovered': 2885, 'tested': 167615}}",4112.0
AR,2020-09-01,"{'delta': {'confirmed': 100, 'recovered': 94, 'tested': 2830}, 'total': {'confirmed': 4212, 'deceased': 7, 'recovered': 2979, 'tested': 170445}}",4212.0
AR,2020-09-02,"{'delta': {'confirmed': 148, 'recovered': 96, 'tested': 3024}, 'total': {'confirmed': 4360, 'deceased': 7, 'recovered': 3075, 'tested': 173469}}",4360.0
AR,2020-09-03,"{'delta': {'confirmed': 214, 'deceased': 1, 'recovered': 92, 'tested': 3790}, 'total': {'confirmed': 4574, 'deceased': 8, 'recovered': 3167, 'tested': 177259}}",4574.0
AR,2020-09-04,"{'delta': {'confirmed': 201, 'recovered': 113, 'tested': 3113}, 'total': {'confirmed': 4775, 'deceased': 8, 'recovered': 3280, 'tested': 180372}}",4775.0
AR,2020-09-05,"{'delta': {'confirmed': 139, 'recovered': 101, 'tested': 3018}, 'total': {'confirmed': 4914, 'deceased': 8, 'recovered': 3381, 'tested': 183390}}",4914.0
AR,2020-09-06,"{'delta': {'confirmed': 86, 'recovered': 91, 'tested': 1932}, 'total': {'confirmed': 5000, 'deceased': 8, 'recovered': 3472, 'tested': 185322}}",5000.0
AR,2020-09-07,"{'delta': {'confirmed': 180, 'recovered': 124, 'tested': 3113}, 'total': {'confirmed': 5180, 'deceased': 8, 'recovered': 3596, 'tested': 188435}}",5180.0
AR,2020-09-08,"{'delta': {'confirmed': 221, 'deceased': 1, 'recovered': 127, 'tested': 3197}, 'total': {'confirmed': 5401, 'deceased': 9, 'recovered': 3723, 'tested': 191632}}",5401.0
AR,2020-09-09,"{'delta': {'confirmed': 144, 'recovered': 183, 'tested': 3015}, 'total': {'confirmed': 5545, 'deceased': 9, 'recovered': 3906, 'tested': 194647}}",5545.0
AR,2020-09-10,"{'delta': {'confirmed': 127, 'recovered': 99, 'tested': 3064}, 'total': {'confirmed': 5672, 'deceased': 9, 'recovered': 4005, 'tested': 197711}}",5672.0
AR,2020-09-11,"{'delta': {'confirmed': 153, 'deceased': 1, 'recovered': 121, 'tested': 3299}, 'total': {'confirmed': 5825, 'deceased': 10, 'recovered': 4126, 'tested': 201010}}",5825.0
AR,2020-09-12,"{'delta': {'confirmed': 136, 'recovered': 127, 'tested': 2346}, 'total': {'confirmed': 5961, 'deceased': 10, 'recovered': 4253, 'tested': 203356}}",5961.0
AR,2020-09-13,"{'delta': {'confirmed': 160, 'recovered': 126, 'tested': 2163}, 'total': {'confirmed': 6121, 'deceased': 10, 'recovered': 4379, 'tested': 205519}}",6121.0
AR,2020-09-14,"{'delta': {'confirmed': 176, 'deceased': 1, 'recovered': 152, 'tested': 2645}, 'total': {'confirmed': 6297, 'deceased': 11, 'recovered': 4531, 'tested': 208164}}",6297.0
AR,2020-09-15,"{'delta': {'confirmed': 169, 'deceased': 2, 'recovered': 127, 'tested': 2181}, 'total': {'confirmed': 6466, 'deceased': 13, 'recovered': 4658, 'tested': 210345}}",6466.0
AR,2020-09-16,"{'delta': {'confirmed': 226, 'recovered': 129, 'tested': 3947}, 'total': {'confirmed': 6692, 'deceased': 13, 'recovered': 4787, 'tested': 214292}}",6692.0
AR,2020-09-17,"{'delta': {'confirmed': 159, 'recovered': 180, 'tested': 1910}, 'total': {'confirmed': 6851, 'deceased': 13, 'recovered': 4967, 'tested': 216202}}",6851.0
AR,2020-09-18,"{'delta': {'confirmed': 154, 'recovered': 139, 'tested': 2083}, 'total': {'confirmed': 7005, 'deceased': 13, 'recovered': 5106, 'tested': 218285}}",7005.0
AR,2020-09-19,"{'delta': {'confirmed': 245, 'recovered': 174, 'tested': 2421}, 'total': {'confirmed': 7250, 'deceased': 13, 'recovered': 5280, 'tested': 220706}}",7250.0
AR,2020-09-20,"{'delta': {'confirmed': 135, 'recovered': 128, 'tested': 1723}, 'total': {'confirmed': 7385, 'deceased': 13, 'recovered': 5408, 'tested': 222429}}",7385.0
AS,2020-03-31,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 1}}",1.0
AS,2020-04-01,"{'delta': {'confirmed': 15}, 'total': {'confirmed': 16}}",16.0
AS,2020-04-02,"{'delta': {'tested': 962}, 'total': {'confirmed': 16, 'tested': 962}}",16.0
AS,2020-04-03,"{'delta': {'confirmed': 7}, 'total': {'confirmed': 23, 'tested': 962}}",23.0
AS,2020-04-04,"{'delta': {'confirmed': 3}, 'total': {'confirmed': 26, 'tested': 962}}",26.0
AS,2020-04-05,"{'total': {'confirmed': 26, 'tested': 962}}",26.0
AS,2020-04-06,"{'total': {'confirmed': 26, 'tested': 962}}",26.0
AS,2020-04-07,"{'delta': {'confirmed': 2}, 'total': {'confirmed': 28, 'tested': 962}}",28.0
AS,2020-04-08,"{'total': {'confirmed': 28, 'tested': 962}}",28.0
AS,2020-04-09,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 29, 'tested': 962}}",29.0
AS,2020-04-10,"{'delta': {'deceased': 1, 'tested': 1901}, 'total': {'confirmed': 29, 'deceased': 1, 'tested': 2863}}",29.0
AS,2020-04-11,"{'delta': {'tested': 148}, 'total': {'confirmed': 29, 'deceased': 1, 'tested': 3011}}",29.0
AS,2020-04-12,"{'delta': {'confirmed': 1, 'tested': 127}, 'total': {'confirmed': 30, 'deceased': 1, 'tested': 3138}}",30.0
AS,2020-04-13,"{'delta': {'confirmed': 2}, 'total': {'confirmed': 32, 'deceased': 1, 'tested': 3138}}",32.0
AS,2020-04-14,"{'delta': {'confirmed': 1, 'tested': 353}, 'total': {'confirmed': 33, 'deceased': 1, 'tested': 3491}}",33.0
AS,2020-04-15,"{'delta': {'recovered': 2, 'tested': 122}, 'total': {'confirmed': 33, 'deceased': 1, 'recovered': 2, 'tested': 3613}}",33.0
AS,2020-04-16,"{'delta': {'confirmed': 2, 'recovered': 3, 'tested': 495}, 'total': {'confirmed': 35, 'deceased': 1, 'recovered': 5, 'tested': 4108}}",35.0
AS,2020-04-17,"{'delta': {'recovered': 4, 'tested': 128}, 'total': {'confirmed': 35, 'deceased': 1, 'recovered': 9, 'tested': 4236}}",35.0
AS,2020-04-18,"{'delta': {'recovered': 3, 'tested': 164}, 'total': {'confirmed': 35, 'deceased': 1, 'recovered': 12, 'tested': 4400}}",35.0
AS,2020-04-19,"{'delta': {'recovered': 5, 'tested': 465}, 'total': {'confirmed': 35, 'deceased': 1, 'recovered': 17, 'tested': 4865}}",35.0
AS,2020-04-20,"{'delta': {'recovered': 2, 'tested': 247}, 'total': {'confirmed': 35, 'deceased': 1, 'recovered': 19, 'tested': 5112}}",35.0
AS,2020-04-21,"{'delta': {'tested': 402}, 'total': {'confirmed': 35, 'deceased': 1, 'recovered': 19, 'tested': 5514}}",35.0
AS,2020-04-22,"{'total': {'confirmed': 35, 'deceased': 1, 'recovered': 19, 'tested': 5514}}",35.0
AS,2020-04-23,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 36, 'deceased': 1, 'recovered': 19, 'tested': 5514}}",36.0
AS,2020-04-24,"{'delta': {'tested': 1166}, 'total': {'confirmed': 36, 'deceased': 1, 'recovered': 19, 'tested': 6680}}",36.0
AS,2020-04-25,"{'delta': {'tested': 479}, 'total': {'confirmed': 36, 'deceased': 1, 'recovered': 19, 'tested': 7159}}",36.0
AS,2020-04-26,"{'delta': {'recovered': 8, 'tested': 664}, 'total': {'confirmed': 36, 'deceased': 1, 'recovered': 27, 'tested': 7823}}",36.0
AS,2020-04-27,"{'delta': {'tested': 294}, 'total': {'confirmed': 36, 'deceased': 1, 'recovered': 27, 'tested': 8117}}",36.0
AS,2020-04-28,"{'delta': {'confirmed': 2}, 'total': {'confirmed': 38, 'deceased': 1, 'recovered': 27, 'tested': 8117}}",38.0
AS,2020-04-29,"{'delta': {'recovered': 2, 'tested': 1403}, 'total': {'confirmed': 38, 'deceased': 1, 'recovered': 29, 'tested': 9520}}",38.0
AS,2020-04-30,"{'delta': {'confirmed': 5}, 'total': {'confirmed': 43, 'deceased': 1, 'recovered': 29, 'tested': 9520}}",43.0
AS,2020-05-01,"{'delta': {'recovered': 4}, 'total': {'confirmed': 43, 'deceased': 1, 'recovered': 33, 'tested': 9520}}",43.0
AS,2020-05-02,"{'delta': {'tested': 2103}, 'total': {'confirmed': 43, 'deceased': 1, 'recovered': 33, 'tested': 11623}}",43.0
AS,2020-05-03,"{'total': {'confirmed': 43, 'deceased': 1, 'recovered': 33, 'tested': 11623}}",43.0
AS,2020-05-04,"{'delta': {'tested': 1152}, 'total': {'confirmed': 43, 'deceased': 1, 'recovered': 33, 'tested': 12775}}",43.0
AS,2020-05-05,"{'delta': {'confirmed': 2, 'tested': 667}, 'total': {'confirmed': 45, 'deceased': 1, 'recovered': 33, 'tested': 13442}}",45.0
AS,2020-05-06,"{'delta': {'confirmed': 1, 'recovered': 2}, 'total': {'confirmed': 46, 'deceased': 1, 'recovered': 35, 'tested': 13442}}",46.0
AS,2020-05-07,"{'delta': {'confirmed': 8}, 'total': {'confirmed': 54, 'deceased': 1, 'recovered': 35, 'tested': 13442}}",54.0
AS,2020-05-08,"{'delta': {'confirmed': 6, 'deceased': 1}, 'total': {'confirmed': 60, 'deceased': 2, 'recovered': 35, 'tested': 13442}}",60.0
AS,2020-05-09,"{'delta': {'confirmed': 2, 'tested': 2725}, 'total': {'confirmed': 62, 'deceased': 2, 'recovered': 35, 'tested': 16167}}",62.0
AS,2020-05-10,"{'delta': {'confirmed': 1, 'tested': 1835}, 'total': {'confirmed': 63, 'deceased': 2, 'recovered': 35, 'tested': 18002}}",63.0
AS,2020-05-11,"{'delta': {'confirmed': 2, 'recovered': 5, 'tested': 1587}, 'total': {'confirmed': 65, 'deceased': 2, 'recovered': 40, 'tested': 19589}}",65.0
AS,2020-05-12,"{'delta': {'tested': 2202}, 'total': {'confirmed': 65, 'deceased': 2, 'recovered': 40, 'tested': 21791}}",65.0
AS,2020-05-13,"{'delta': {'confirmed': 15}, 'total': {'confirmed': 80, 'deceased': 2, 'recovered': 40, 'tested': 21791}}",80.0
AS,2020-05-14,"{'delta': {'confirmed': 7, 'tested': 4033}, 'total': {'confirmed': 87, 'deceased': 2, 'recovered': 40, 'tested': 25824}}",87.0
AS,2020-05-15,"{'delta': {'confirmed': 3, 'recovered': 1, 'tested': 2354}, 'total': {'confirmed': 90, 'deceased': 2, 'recovered': 41, 'tested': 28178}}",90.0
AS,2020-05-16,"{'delta': {'confirmed': 3, 'tested': 3098}, 'total': {'confirmed': 93, 'deceased': 2, 'recovered': 41, 'tested': 31276}}",93.0
AS,2020-05-17,"{'delta': {'confirmed': 8, 'recovered': 1, 'tested': 3100}, 'total': {'confirmed': 101, 'deceased': 2, 'recovered': 42, 'tested': 34376}}",101.0
AS,2020-05-18,"{'delta': {'confirmed': 15, 'deceased': 2, 'tested': 3522}, 'total': {'confirmed': 116, 'deceased': 4, 'recovered': 42, 'tested': 37898}}",116.0
AS,2020-05-19,"{'delta': {'confirmed': 42, 'tested': 3218}, 'total': {'confirmed': 158, 'deceased': 4, 'recovered': 42, 'tested': 41116}}",158.0
AS,2020-05-20,"{'delta': {'confirmed': 31, 'other': 3, 'recovered': 7, 'tested': 5968}, 'total': {'confirmed': 189, 'deceased': 4, 'other': 3, 'recovered': 49, 'tested': 47084}}",189.0
AS,2020-05-21,"{'delta': {'confirmed': 22, 'recovered': 6, 'tested': 4646}, 'total': {'confirmed': 211, 'deceased': 4, 'other': 3, 'recovered': 55, 'tested': 51730}}",211.0
AS,2020-05-22,"{'delta': {'confirmed': 15, 'tested': 4061}, 'total': {'confirmed': 226, 'deceased': 4, 'other': 3, 'recovered': 55, 'tested': 55791}}",226.0
AS,2020-05-23,"{'delta': {'confirmed': 121, 'recovered': 2, 'tested': 4614}, 'total': {'confirmed': 347, 'deceased': 4, 'other': 3, 'recovered': 57, 'tested': 60405}}",347.0
AS,2020-05-24,"{'delta': {'confirmed': 46, 'recovered': 1, 'tested': 6039}, 'total': {'confirmed': 393, 'deceased': 4, 'other': 3, 'recovered': 58, 'tested': 66444}}",393.0
AS,2020-05-25,"{'delta': {'confirmed': 156, 'recovered': 5, 'tested': 3585}, 'total': {'confirmed': 549, 'deceased': 4, 'other': 3, 'recovered': 63, 'tested': 70029}}",549.0
AS,2020-05-26,"{'delta': {'confirmed': 134, 'tested': 2625}, 'total': {'confirmed': 683, 'deceased': 4, 'other': 3, 'recovered': 63, 'tested': 72654}}",683.0
AS,2020-05-27,"{'delta': {'confirmed': 101, 'recovered': 25}, 'total': {'confirmed': 784, 'deceased': 4, 'other': 3, 'recovered': 88, 'tested': 72654}}",784.0
AS,2020-05-28,"{'delta': {'confirmed': 97, 'recovered': 16}, 'total': {'confirmed': 881, 'deceased': 4, 'other': 3, 'recovered': 104, 'tested': 72654}}",881.0
AS,2020-05-29,"{'delta': {'confirmed': 177, 'recovered': 22, 'tested': 19736}, 'total': {'confirmed': 1058, 'deceased': 4, 'other': 3, 'recovered': 126, 'tested': 92390}}",1058.0
AS,2020-05-30,"{'delta': {'confirmed': 159, 'recovered': 38, 'tested': 8867}, 'total': {'confirmed': 1217, 'deceased': 4, 'other': 3, 'recovered': 164, 'tested': 101257}}",1217.0
AS,2020-05-31,"{'delta': {'confirmed': 123, 'recovered': 22, 'tested': 7840}, 'total': {'confirmed': 1340, 'deceased': 4, 'other': 3, 'recovered': 186, 'tested': 109097}}",1340.0
AS,2020-06-01,"{'delta': {'confirmed': 146, 'recovered': 99}, 'total': {'confirmed': 1486, 'deceased': 4, 'other': 3, 'recovered': 285, 'tested': 109097}}",1486.0
AS,2020-06-02,"{'delta': {'confirmed': 74, 'recovered': 53, 'tested': 11278}, 'total': {'confirmed': 1560, 'deceased': 4, 'other': 3, 'recovered': 338, 'tested': 120375}}",1560.0
AS,2020-06-03,"{'delta': {'confirmed': 271, 'recovered': 76, 'tested': 6351}, 'total': {'confirmed': 1831, 'deceased': 4, 'other': 3, 'recovered': 414, 'tested': 126726}}",1831.0
AS,2020-06-04,"{'delta': {'confirmed': 285, 'recovered': 46, 'tested': 6303}, 'total': {'confirmed': 2116, 'deceased': 4, 'other': 3, 'recovered': 460, 'tested': 133029}}",2116.0
AS,2020-06-05,"{'delta': {'confirmed': 128, 'recovered': 50}, 'total': {'confirmed': 2244, 'deceased': 4, 'other': 3, 'recovered': 510, 'tested': 133029}}",2244.0
AS,2020-06-06,"{'delta': {'confirmed': 230, 'recovered': 79, 'tested': 13576}, 'total': {'confirmed': 2474, 'deceased': 4, 'other': 3, 'recovered': 589, 'tested': 146605}}",2474.0
AS,2020-06-07,"{'delta': {'confirmed': 208, 'recovered': 48, 'tested': 6721}, 'total': {'confirmed': 2682, 'deceased': 4, 'other': 3, 'recovered': 637, 'tested': 153326}}",2682.0
AS,2020-06-08,"{'delta': {'confirmed': 154, 'recovered': 148}, 'total': {'confirmed': 2836, 'deceased': 4, 'other': 3, 'recovered': 785, 'tested': 153326}}",2836.0
AS,2020-06-09,"{'delta': {'confirmed': 215, 'deceased': 1, 'recovered': 312, 'tested': 16516}, 'total': {'confirmed': 3051, 'deceased': 5, 'other': 3, 'recovered': 1097, 'tested': 169842}}",3051.0
AS,2020-06-10,"{'delta': {'confirmed': 235, 'deceased': 1, 'recovered': 152}, 'total': {'confirmed': 3286, 'deceased': 6, 'other': 3, 'recovered': 1249, 'tested': 169842}}",3286.0
AS,2020-06-11,"{'delta': {'confirmed': 145, 'recovered': 184, 'tested': 11266}, 'total': {'confirmed': 3431, 'deceased': 6, 'other': 3, 'recovered': 1433, 'tested': 181108}}",3431.0
AS,2020-06-12,"{'delta': {'confirmed': 263, 'deceased': 2, 'recovered': 152, 'tested': 6982}, 'total': {'confirmed': 3694, 'deceased': 8, 'other': 3, 'recovered': 1585, 'tested': 188090}}",3694.0
AS,2020-06-13,"{'delta': {'confirmed': 207, 'recovered': 221}, 'total': {'confirmed': 3901, 'deceased': 8, 'other': 3, 'recovered': 1806, 'tested': 188090}}",3901.0
AS,2020-06-14,"{'delta': {'confirmed': 218, 'recovered': 155}, 'total': {'confirmed': 4119, 'deceased': 8, 'other': 3, 'recovered': 1961, 'tested': 188090}}",4119.0
AS,2020-06-15,"{'delta': {'confirmed': 191, 'recovered': 245, 'tested': 28998}, 'total': {'confirmed': 4310, 'deceased': 8, 'other': 3, 'recovered': 2206, 'tested': 217088}}",4310.0
AS,2020-06-16,"{'delta': {'confirmed': 201, 'recovered': 206, 'tested': 10021}, 'total': {'confirmed': 4511, 'deceased': 8, 'other': 3, 'recovered': 2412, 'tested': 227109}}",4511.0
AS,2020-06-17,"{'delta': {'confirmed': 184, 'recovered': 231, 'tested': 8105}, 'total': {'confirmed': 4695, 'deceased': 8, 'other': 3, 'recovered': 2643, 'tested': 235214}}",4695.0
AS,2020-06-18,"{'delta': {'confirmed': 209, 'deceased': 1, 'recovered': 206, 'tested': 11376}, 'total': {'confirmed': 4904, 'deceased': 9, 'other': 3, 'recovered': 2849, 'tested': 246590}}",4904.0
AS,2020-06-19,"{'delta': {'confirmed': 102, 'recovered': 218, 'tested': 12207}, 'total': {'confirmed': 5006, 'deceased': 9, 'other': 3, 'recovered': 3067, 'tested': 258797}}",5006.0
AS,2020-06-20,"{'delta': {'confirmed': 249, 'recovered': 136, 'tested': 14250}, 'total': {'confirmed': 5255, 'deceased': 9, 'other': 3, 'recovered': 3203, 'tested': 273047}}",5255.0
AS,2020-06-21,"{'delta': {'confirmed': 332, 'recovered': 202, 'tested': 15259}, 'total': {'confirmed': 5587, 'deceased': 9, 'other': 3, 'recovered': 3405, 'tested': 288306}}",5587.0
AS,2020-06-22,"{'delta': {'confirmed': 267, 'recovered': 161, 'tested': 13251}, 'total': {'confirmed': 5854, 'deceased': 9, 'other': 3, 'recovered': 3566, 'tested': 301557}}",5854.0
AS,2020-06-23,"{'delta': {'confirmed': 203, 'recovered': 197, 'tested': 21701}, 'total': {'confirmed': 6057, 'deceased': 9, 'other': 3, 'recovered': 3763, 'tested': 323258}}",6057.0
AS,2020-06-24,"{'delta': {'confirmed': 226, 'recovered': 196, 'tested': 12833}, 'total': {'confirmed': 6283, 'deceased': 9, 'other': 3, 'recovered': 3959, 'tested': 336091}}",6283.0
AS,2020-06-25,"{'delta': {'confirmed': 364, 'recovered': 75, 'tested': 15662}, 'total': {'confirmed': 6647, 'deceased': 9, 'other': 3, 'recovered': 4034, 'tested': 351753}}",6647.0
AS,2020-06-26,"{'delta': {'confirmed': 273, 'recovered': 214, 'tested': 10960}, 'total': {'confirmed': 6920, 'deceased': 9, 'other': 3, 'recovered': 4248, 'tested': 362713}}",6920.0
AS,2020-06-27,"{'delta': {'confirmed': 246, 'deceased': 1, 'recovered': 567, 'tested': 11806}, 'total': {'confirmed': 7166, 'deceased': 10, 'other': 3, 'recovered': 4815, 'tested': 374519}}",7166.0
AS,2020-06-28,"{'delta': {'confirmed': 327, 'deceased': 1, 'recovered': 274, 'tested': 10780}, 'total': {'confirmed': 7493, 'deceased': 11, 'other': 3, 'recovered': 5089, 'tested': 385299}}",7493.0
AS,2020-06-29,"{'delta': {'confirmed': 302, 'recovered': 245, 'tested': 14094}, 'total': {'confirmed': 7795, 'deceased': 11, 'other': 3, 'recovered': 5334, 'tested': 399393}}",7795.0
AS,2020-06-30,"{'delta': {'confirmed': 613, 'deceased': 1, 'recovered': 314, 'tested': 12821}, 'total': {'confirmed': 8408, 'deceased': 12, 'other': 3, 'recovered': 5648, 'tested': 412214}}",8408.0
AS,2020-07-01,"{'delta': {'confirmed': 548, 'recovered': 184, 'tested': 7664}, 'total': {'confirmed': 8956, 'deceased': 12, 'other': 3, 'recovered': 5832, 'tested': 419878}}",8956.0
AS,2020-07-02,"{'delta': {'confirmed': 479, 'deceased': 2, 'recovered': 275, 'tested': 8988}, 'total': {'confirmed': 9435, 'deceased': 14, 'other': 3, 'recovered': 6107, 'tested': 428866}}",9435.0
AS,2020-07-03,"{'delta': {'confirmed': 365, 'recovered': 221, 'tested': 10016}, 'total': {'confirmed': 9800, 'deceased': 14, 'other': 3, 'recovered': 6328, 'tested': 438882}}",9800.0
AS,2020-07-04,"{'delta': {'confirmed': 1202, 'recovered': 416, 'tested': 10747}, 'total': {'confirmed': 11002, 'deceased': 14, 'other': 3, 'recovered': 6744, 'tested': 449629}}",11002.0
AS,2020-07-05,"{'delta': {'confirmed': 735, 'recovered': 690, 'tested': 9514}, 'total': {'confirmed': 11737, 'deceased': 14, 'other': 3, 'recovered': 7434, 'tested': 459143}}",11737.0
AS,2020-07-06,"{'delta': {'confirmed': 786, 'recovered': 508, 'tested': 12078}, 'total': {'confirmed': 12523, 'deceased': 14, 'other': 3, 'recovered': 7942, 'tested': 471221}}",12523.0
AS,2020-07-07,"{'delta': {'confirmed': 814, 'deceased': 2, 'recovered': 388, 'tested': 13935}, 'total': {'confirmed': 13337, 'deceased': 16, 'other': 3, 'recovered': 8330, 'tested': 485156}}",13337.0
AS,2020-07-08,"{'delta': {'confirmed': 696, 'deceased': 6, 'recovered': 397}, 'total': {'confirmed': 14033, 'deceased': 22, 'other': 3, 'recovered': 8727, 'tested': 485156}}",14033.0
AS,2020-07-09,"{'delta': {'confirmed': 568, 'deceased': 5, 'recovered': 421, 'tested': 23817}, 'total': {'confirmed': 14601, 'deceased': 27, 'other': 3, 'recovered': 9148, 'tested': 508973}}",14601.0
AS,2020-07-10,"{'delta': {'confirmed': 936, 'deceased': 8, 'recovered': 701, 'tested': 16512}, 'total': {'confirmed': 15537, 'deceased': 35, 'other': 3, 'recovered': 9849, 'tested': 525485}}",15537.0
AS,2020-07-11,"{'delta': {'confirmed': 535, 'recovered': 578, 'tested': 12346}, 'total': {'confirmed': 16072, 'deceased': 35, 'other': 3, 'recovered': 10427, 'tested': 537831}}",16072.0
AS,2020-07-12,"{'delta': {'confirmed': 735, 'deceased': 1, 'recovered': 468, 'tested': 14545}, 'total': {'confirmed': 16807, 'deceased': 36, 'other': 3, 'recovered': 10895, 'tested': 552376}}",16807.0
AS,2020-07-13,"{'delta': {'confirmed': 1001, 'deceased': 4, 'recovered': 522, 'tested': 11106}, 'total': {'confirmed': 17808, 'deceased': 40, 'other': 3, 'recovered': 11417, 'tested': 563482}}",17808.0
AS,2020-07-14,"{'delta': {'confirmed': 859, 'deceased': 6, 'recovered': 757, 'tested': 12385}, 'total': {'confirmed': 18667, 'deceased': 46, 'other': 3, 'recovered': 12174, 'tested': 575867}}",18667.0
AS,2020-07-15,"{'delta': {'confirmed': 1088, 'deceased': 2, 'recovered': 715, 'tested': 13335}, 'total': {'confirmed': 19755, 'deceased': 48, 'other': 3, 'recovered': 12889, 'tested': 589202}}",19755.0
AS,2020-07-16,"{'delta': {'confirmed': 892, 'deceased': 2, 'recovered': 666, 'tested': 12183}, 'total': {'confirmed': 20647, 'deceased': 50, 'other': 3, 'recovered': 13555, 'tested': 601385}}",20647.0
AS,2020-07-17,"{'delta': {'confirmed': 1218, 'deceased': 1, 'recovered': 551, 'tested': 13358}, 'total': {'confirmed': 21865, 'deceased': 51, 'other': 3, 'recovered': 14106, 'tested': 614743}}",21865.0
