state,date,dates,confirmed
MZ,2020-08-26,"{'delta': {'confirmed': 14, 'recovered': 9, 'tested': 1026}, 'total': {'confirmed': 967, 'recovered': 473, 'tested': 36240}}",967.0
MZ,2020-08-27,"{'delta': {'confirmed': 7, 'recovered': 27, 'tested': 1212}, 'total': {'confirmed': 974, 'recovered': 500, 'tested': 37452}}",974.0
MZ,2020-08-28,"{'delta': {'confirmed': 29, 'recovered': 14, 'tested': 1082}, 'total': {'confirmed': 1003, 'recovered': 514, 'tested': 38534}}",1003.0
MZ,2020-08-29,"{'delta': {'recovered': 70, 'tested': 372}, 'total': {'confirmed': 1003, 'recovered': 584, 'tested': 38906}}",1003.0
MZ,2020-08-30,"{'delta': {'confirmed': 5, 'recovered': 5, 'tested': 1477}, 'total': {'confirmed': 1008, 'recovered': 589, 'tested': 40383}}",1008.0
MZ,2020-08-31,"{'delta': {'confirmed': 3, 'tested': 414}, 'total': {'confirmed': 1011, 'recovered': 589, 'tested': 40797}}",1011.0
MZ,2020-09-01,"{'delta': {'confirmed': 1, 'recovered': 21, 'tested': 886}, 'total': {'confirmed': 1012, 'recovered': 610, 'tested': 41683}}",1012.0
MZ,2020-09-02,"{'delta': {'confirmed': 8, 'recovered': 49, 'tested': 649}, 'total': {'confirmed': 1020, 'recovered': 659, 'tested': 42332}}",1020.0
MZ,2020-09-03,"{'delta': {'confirmed': 20, 'recovered': 10, 'tested': 645}, 'total': {'confirmed': 1040, 'recovered': 669, 'tested': 42977}}",1040.0
MZ,2020-09-04,"{'delta': {'confirmed': 6, 'recovered': 12, 'tested': 869}, 'total': {'confirmed': 1046, 'recovered': 681, 'tested': 43846}}",1046.0
MZ,2020-09-05,"{'delta': {'confirmed': 16, 'recovered': 32, 'tested': 957}, 'total': {'confirmed': 1062, 'recovered': 713, 'tested': 44803}}",1062.0
MZ,2020-09-06,"{'delta': {'confirmed': 31, 'recovered': 19, 'tested': 270}, 'total': {'confirmed': 1093, 'recovered': 732, 'tested': 45073}}",1093.0
MZ,2020-09-07,"{'delta': {'confirmed': 21, 'tested': 80}, 'total': {'confirmed': 1114, 'recovered': 732, 'tested': 45153}}",1114.0
MZ,2020-09-08,"{'delta': {'confirmed': 9, 'recovered': 13, 'tested': 772}, 'total': {'confirmed': 1123, 'recovered': 745, 'tested': 45925}}",1123.0
MZ,2020-09-09,"{'delta': {'confirmed': 69, 'recovered': 5, 'tested': 489}, 'total': {'confirmed': 1192, 'recovered': 750, 'tested': 46414}}",1192.0
MZ,2020-09-10,"{'delta': {'confirmed': 141, 'tested': 224}, 'total': {'confirmed': 1333, 'recovered': 750, 'tested': 46638}}",1333.0
MZ,2020-09-11,"{'delta': {'confirmed': 20, 'recovered': 40, 'tested': 576}, 'total': {'confirmed': 1353, 'recovered': 790, 'tested': 47214}}",1353.0
MZ,2020-09-12,"{'delta': {'confirmed': 26, 'recovered': 33, 'tested': 1877}, 'total': {'confirmed': 1379, 'recovered': 823, 'tested': 49091}}",1379.0
MZ,2020-09-13,"{'delta': {'confirmed': 35, 'recovered': 7, 'tested': 1168}, 'total': {'confirmed': 1414, 'recovered': 830, 'tested': 50259}}",1414.0
MZ,2020-09-14,"{'delta': {'confirmed': 14, 'recovered': 89, 'tested': 1057}, 'total': {'confirmed': 1428, 'recovered': 919, 'tested': 51316}}",1428.0
MZ,2020-09-15,"{'delta': {'confirmed': 40, 'recovered': 3, 'tested': 1306}, 'total': {'confirmed': 1468, 'recovered': 922, 'tested': 52622}}",1468.0
MZ,2020-09-16,"{'delta': {'confirmed': 12, 'recovered': 7, 'tested': 1577}, 'total': {'confirmed': 1480, 'recovered': 929, 'tested': 54199}}",1480.0
MZ,2020-09-17,"{'delta': {'confirmed': 26, 'recovered': 20, 'tested': 1264}, 'total': {'confirmed': 1506, 'recovered': 949, 'tested': 55463}}",1506.0
MZ,2020-09-18,"{'delta': {'confirmed': 28, 'recovered': 24, 'tested': 1549}, 'total': {'confirmed': 1534, 'recovered': 973, 'tested': 57012}}",1534.0
MZ,2020-09-19,"{'delta': {'confirmed': 14, 'recovered': 16, 'tested': 2003}, 'total': {'confirmed': 1548, 'recovered': 989, 'tested': 59015}}",1548.0
MZ,2020-09-20,"{'delta': {'confirmed': 30, 'recovered': 13, 'tested': 1744}, 'total': {'confirmed': 1578, 'recovered': 1002, 'tested': 60759}}",1578.0
NL,2020-04-06,"{'delta': {'tested': 60}, 'total': {'tested': 60}}",
NL,2020-04-07,{'total': {'tested': 60}},
NL,2020-04-08,{'total': {'tested': 60}},
NL,2020-04-09,{'total': {'tested': 60}},
NL,2020-04-10,"{'delta': {'tested': 10}, 'total': {'tested': 70}}",
NL,2020-04-11,{'total': {'tested': 70}},
NL,2020-04-12,"{'delta': {'tested': 4}, 'total': {'tested': 74}}",
NL,2020-04-13,{'total': {'tested': 74}},
NL,2020-04-14,"{'delta': {'tested': 100}, 'total': {'tested': 174}}",
NL,2020-04-15,"{'delta': {'tested': 10}, 'total': {'tested': 184}}",
NL,2020-04-16,{'total': {'tested': 184}},
NL,2020-04-17,"{'delta': {'tested': 90}, 'total': {'tested': 274}}",
NL,2020-04-18,"{'delta': {'tested': 118}, 'total': {'tested': 392}}",
NL,2020-04-19,"{'delta': {'tested': 12}, 'total': {'tested': 404}}",
NL,2020-04-20,"{'delta': {'tested': 30}, 'total': {'tested': 434}}",
NL,2020-04-21,"{'delta': {'tested': 103}, 'total': {'tested': 537}}",
NL,2020-04-22,"{'delta': {'tested': 6}, 'total': {'tested': 543}}",
NL,2020-04-23,"{'delta': {'tested': 64}, 'total': {'tested': 607}}",
NL,2020-04-24,{'total': {'tested': 607}},
NL,2020-04-25,"{'delta': {'tested': 6}, 'total': {'tested': 613}}",
NL,2020-04-26,{'total': {'tested': 613}},
NL,2020-04-27,"{'delta': {'tested': 16}, 'total': {'tested': 629}}",
NL,2020-04-28,"{'delta': {'tested': 10}, 'total': {'tested': 639}}",
NL,2020-04-29,"{'delta': {'tested': 5}, 'total': {'tested': 644}}",
NL,2020-04-30,"{'delta': {'tested': 9}, 'total': {'tested': 653}}",
NL,2020-05-01,"{'delta': {'tested': 11}, 'total': {'tested': 664}}",
NL,2020-05-02,"{'delta': {'tested': 10}, 'total': {'tested': 674}}",
NL,2020-05-03,"{'delta': {'tested': 10}, 'total': {'tested': 684}}",
NL,2020-05-04,"{'delta': {'tested': 24}, 'total': {'tested': 708}}",
NL,2020-05-05,"{'delta': {'tested': 16}, 'total': {'tested': 724}}",
NL,2020-05-06,"{'delta': {'tested': 39}, 'total': {'tested': 763}}",
NL,2020-05-07,"{'delta': {'tested': 23}, 'total': {'tested': 786}}",
NL,2020-05-08,"{'delta': {'tested': 19}, 'total': {'tested': 805}}",
NL,2020-05-09,"{'delta': {'tested': 43}, 'total': {'tested': 848}}",
NL,2020-05-10,"{'delta': {'tested': 14}, 'total': {'tested': 862}}",
NL,2020-05-11,"{'delta': {'tested': 13}, 'total': {'tested': 875}}",
NL,2020-05-12,"{'delta': {'tested': 7}, 'total': {'tested': 882}}",
NL,2020-05-13,"{'delta': {'tested': 7}, 'total': {'tested': 889}}",
NL,2020-05-14,"{'delta': {'tested': 2}, 'total': {'tested': 891}}",
NL,2020-05-15,"{'delta': {'tested': 19}, 'total': {'tested': 910}}",
NL,2020-05-16,"{'delta': {'tested': 7}, 'total': {'tested': 917}}",
NL,2020-05-17,"{'delta': {'tested': 35}, 'total': {'tested': 952}}",
NL,2020-05-18,"{'delta': {'tested': 9}, 'total': {'tested': 961}}",
NL,2020-05-19,"{'delta': {'tested': 17}, 'total': {'tested': 978}}",
NL,2020-05-20,"{'delta': {'tested': 7}, 'total': {'tested': 985}}",
NL,2020-05-21,"{'delta': {'tested': 16}, 'total': {'tested': 1001}}",
NL,2020-05-22,"{'delta': {'tested': 34}, 'total': {'tested': 1035}}",
NL,2020-05-23,"{'delta': {'tested': 30}, 'total': {'tested': 1065}}",
NL,2020-05-24,"{'delta': {'tested': 32}, 'total': {'tested': 1097}}",
NL,2020-05-25,"{'delta': {'confirmed': 3, 'tested': 269}, 'total': {'confirmed': 3, 'tested': 1366}}",3.0
NL,2020-05-26,"{'delta': {'confirmed': 1}, 'total': {'confirmed': 4, 'tested': 1366}}",4.0
NL,2020-05-27,"{'delta': {'confirmed': 5, 'tested': 188}, 'total': {'confirmed': 9, 'tested': 1554}}",9.0
NL,2020-05-28,"{'delta': {'confirmed': 9, 'tested': 211}, 'total': {'confirmed': 18, 'tested': 1765}}",18.0
NL,2020-05-29,"{'delta': {'confirmed': 7, 'tested': 232}, 'total': {'confirmed': 25, 'tested': 1997}}",25.0
NL,2020-05-30,"{'delta': {'confirmed': 11, 'tested': 213}, 'total': {'confirmed': 36, 'tested': 2210}}",36.0
NL,2020-05-31,"{'delta': {'confirmed': 7, 'tested': 366}, 'total': {'confirmed': 43, 'tested': 2576}}",43.0
NL,2020-06-01,"{'delta': {'tested': 294}, 'total': {'confirmed': 43, 'tested': 2870}}",43.0
NL,2020-06-02,"{'delta': {'confirmed': 6, 'tested': 387}, 'total': {'confirmed': 49, 'tested': 3257}}",49.0
NL,2020-06-03,"{'delta': {'confirmed': 9, 'tested': 157}, 'total': {'confirmed': 58, 'tested': 3414}}",58.0
NL,2020-06-04,"{'delta': {'confirmed': 22, 'tested': 325}, 'total': {'confirmed': 80, 'tested': 3739}}",80.0
NL,2020-06-05,"{'delta': {'confirmed': 27, 'tested': 235}, 'total': {'confirmed': 107, 'tested': 3974}}",107.0
NL,2020-06-06,"{'delta': {'recovered': 8, 'tested': 87}, 'total': {'confirmed': 107, 'recovered': 8, 'tested': 4061}}",107.0
NL,2020-06-07,"{'delta': {'confirmed': 9, 'tested': 310}, 'total': {'confirmed': 116, 'recovered': 8, 'tested': 4371}}",116.0
NL,2020-06-08,"{'delta': {'confirmed': 6, 'tested': 358}, 'total': {'confirmed': 122, 'recovered': 8, 'tested': 4729}}",122.0
NL,2020-06-09,"{'delta': {'confirmed': 5, 'recovered': 2, 'tested': 167}, 'total': {'confirmed': 127, 'recovered': 10, 'tested': 4896}}",127.0
NL,2020-06-10,"{'delta': {'confirmed': 1, 'recovered': 12, 'tested': 324}, 'total': {'confirmed': 128, 'recovered': 22, 'tested': 5220}}",128.0
NL,2020-06-11,"{'delta': {'confirmed': 2, 'recovered': 7, 'tested': 447}, 'total': {'confirmed': 130, 'recovered': 29, 'tested': 5667}}",130.0
NL,2020-06-12,"{'delta': {'confirmed': 26, 'recovered': 28, 'tested': 437}, 'total': {'confirmed': 156, 'recovered': 57, 'tested': 6104}}",156.0
NL,2020-06-13,"{'delta': {'confirmed': 7, 'recovered': 27, 'tested': 362}, 'total': {'confirmed': 163, 'recovered': 84, 'tested': 6466}}",163.0
NL,2020-06-14,"{'delta': {'confirmed': 10, 'recovered': 4, 'tested': 12}, 'total': {'confirmed': 173, 'recovered': 88, 'tested': 6478}}",173.0
NL,2020-06-15,"{'delta': {'confirmed': 4, 'tested': 654}, 'total': {'confirmed': 177, 'recovered': 88, 'tested': 7132}}",177.0
NL,2020-06-16,"{'delta': {'confirmed': 2, 'recovered': 15, 'tested': 703}, 'total': {'confirmed': 179, 'recovered': 103, 'tested': 7835}}",179.0
NL,2020-06-17,"{'delta': {'confirmed': 14, 'tested': 552}, 'total': {'confirmed': 193, 'recovered': 103, 'tested': 8387}}",193.0
NL,2020-06-18,"{'delta': {'recovered': 6, 'tested': 652}, 'total': {'confirmed': 193, 'recovered': 109, 'tested': 9039}}",193.0
NL,2020-06-19,"{'delta': {'confirmed': 5, 'recovered': 16, 'tested': 1063}, 'total': {'confirmed': 198, 'recovered': 125, 'tested': 10102}}",198.0
NL,2020-06-20,"{'delta': {'confirmed': 3, 'recovered': 13, 'tested': -974}, 'total': {'confirmed': 201, 'recovered': 138, 'tested': 9128}}",201.0
NL,2020-06-21,"{'delta': {'confirmed': 10, 'recovered': 3, 'tested': 843}, 'total': {'confirmed': 211, 'recovered': 141, 'tested': 9971}}",211.0
NL,2020-06-22,"{'delta': {'confirmed': 69, 'tested': 628}, 'total': {'confirmed': 280, 'recovered': 141, 'tested': 10599}}",280.0
NL,2020-06-23,"{'delta': {'confirmed': 50, 'tested': 574}, 'total': {'confirmed': 330, 'recovered': 141, 'tested': 11173}}",330.0
NL,2020-06-24,"{'delta': {'confirmed': 17, 'recovered': 7, 'tested': 694}, 'total': {'confirmed': 347, 'recovered': 148, 'tested': 11867}}",347.0
NL,2020-06-25,"{'delta': {'confirmed': 8, 'recovered': 12, 'tested': 679}, 'total': {'confirmed': 355, 'recovered': 160, 'tested': 12546}}",355.0
NL,2020-06-26,"{'delta': {'confirmed': 16, 'recovered': 2, 'tested': 539}, 'total': {'confirmed': 371, 'recovered': 162, 'tested': 13085}}",371.0
NL,2020-06-27,"{'delta': {'confirmed': 16, 'recovered': 2, 'tested': 1132}, 'total': {'confirmed': 387, 'recovered': 164, 'tested': 14217}}",387.0
NL,2020-06-28,"{'delta': {'confirmed': 28, 'tested': 1023}, 'total': {'confirmed': 415, 'recovered': 164, 'tested': 15240}}",415.0
NL,2020-06-29,"{'delta': {'confirmed': 36, 'recovered': 4, 'tested': 665}, 'total': {'confirmed': 451, 'recovered': 168, 'tested': 15905}}",451.0
NL,2020-06-30,"{'delta': {'confirmed': 8, 'tested': 658}, 'total': {'confirmed': 459, 'recovered': 168, 'tested': 16563}}",459.0
NL,2020-07-01,"{'delta': {'confirmed': 42, 'recovered': 14, 'tested': 614}, 'total': {'confirmed': 501, 'recovered': 182, 'tested': 17177}}",501.0
NL,2020-07-02,"{'delta': {'confirmed': 34, 'recovered': 15, 'tested': 710}, 'total': {'confirmed': 535, 'recovered': 197, 'tested': 17887}}",535.0
NL,2020-07-03,"{'delta': {'confirmed': 4, 'recovered': 31, 'tested': 748}, 'total': {'confirmed': 539, 'recovered': 228, 'tested': 18635}}",539.0
NL,2020-07-04,"{'delta': {'confirmed': 24, 'tested': 628}, 'total': {'confirmed': 563, 'recovered': 228, 'tested': 19263}}",563.0
NL,2020-07-05,"{'delta': {'confirmed': 27, 'recovered': 3, 'tested': 604}, 'total': {'confirmed': 590, 'recovered': 231, 'tested': 19867}}",590.0
NL,2020-07-06,"{'delta': {'confirmed': 35, 'recovered': 12, 'tested': 617}, 'total': {'confirmed': 625, 'recovered': 243, 'tested': 20484}}",625.0
NL,2020-07-07,"{'delta': {'confirmed': 19, 'recovered': 60, 'tested': 725}, 'total': {'confirmed': 644, 'recovered': 303, 'tested': 21209}}",644.0
NL,2020-07-08,"{'delta': {'confirmed': 13, 'recovered': 1, 'tested': 771}, 'total': {'confirmed': 657, 'recovered': 304, 'tested': 21980}}",657.0
NL,2020-07-09,"{'delta': {'confirmed': 16, 'tested': 717}, 'total': {'confirmed': 673, 'recovered': 304, 'tested': 22697}}",673.0
NL,2020-07-10,"{'delta': {'confirmed': 59, 'tested': 705}, 'total': {'confirmed': 732, 'recovered': 304, 'tested': 23402}}",732.0
NL,2020-07-11,"{'delta': {'confirmed': 16, 'recovered': 9, 'tested': 663}, 'total': {'confirmed': 748, 'recovered': 313, 'tested': 24065}}",748.0
NL,2020-07-12,"{'delta': {'confirmed': 26, 'recovered': 14, 'tested': 920}, 'total': {'confirmed': 774, 'recovered': 327, 'tested': 24985}}",774.0
NL,2020-07-13,"{'delta': {'confirmed': 71, 'recovered': 13, 'tested': 1166}, 'total': {'confirmed': 845, 'recovered': 340, 'tested': 26151}}",845.0
NL,2020-07-14,"{'delta': {'confirmed': 51, 'recovered': 6, 'tested': 776}, 'total': {'confirmed': 896, 'recovered': 346, 'tested': 26927}}",896.0
NL,2020-07-15,"{'delta': {'confirmed': 6, 'recovered': 2, 'tested': 494}, 'total': {'confirmed': 902, 'recovered': 348, 'tested': 27421}}",902.0
NL,2020-07-16,"{'delta': {'confirmed': 14, 'recovered': 43, 'tested': 599}, 'total': {'confirmed': 916, 'recovered': 391, 'tested': 28020}}",916.0
NL,2020-07-17,"{'delta': {'confirmed': 40, 'recovered': 14, 'tested': 452}, 'total': {'confirmed': 956, 'recovered': 405, 'tested': 28472}}",956.0
NL,2020-07-18,"{'delta': {'confirmed': 22, 'recovered': 27, 'tested': 620}, 'total': {'confirmed': 978, 'recovered': 432, 'tested': 29092}}",978.0
NL,2020-07-19,"{'delta': {'confirmed': 10, 'recovered': 13, 'tested': 234}, 'total': {'confirmed': 988, 'recovered': 445, 'tested': 29326}}",988.0
NL,2020-07-20,"{'delta': {'confirmed': 33, 'recovered': 39, 'tested': 668}, 'total': {'confirmed': 1021, 'recovered': 484, 'tested': 29994}}",1021.0
NL,2020-07-21,"{'delta': {'confirmed': 9, 'recovered': 1, 'tested': 580}, 'total': {'confirmed': 1030, 'recovered': 485, 'tested': 30574}}",1030.0
NL,2020-07-22,"{'delta': {'confirmed': 54, 'recovered': 1, 'tested': 929}, 'total': {'confirmed': 1084, 'recovered': 486, 'tested': 31503}}",1084.0
NL,2020-07-23,"{'delta': {'confirmed': 90, 'recovered': 44, 'tested': 666}, 'total': {'confirmed': 1174, 'recovered': 530, 'tested': 32169}}",1174.0
NL,2020-07-24,"{'delta': {'confirmed': 65, 'deceased': 1, 'recovered': 7, 'tested': 740}, 'total': {'confirmed': 1239, 'deceased': 1, 'recovered': 537, 'tested': 32909}}",1239.0
NL,2020-07-25,"{'delta': {'confirmed': 50, 'deceased': 3, 'recovered': 4, 'tested': 795}, 'total': {'confirmed': 1289, 'deceased': 4, 'recovered': 541, 'tested': 33704}}",1289.0
NL,2020-07-26,"{'delta': {'confirmed': 50, 'recovered': 8, 'tested': 685}, 'total': {'confirmed': 1339, 'deceased': 4, 'recovered': 549, 'tested': 34389}}",1339.0
NL,2020-07-27,"{'delta': {'confirmed': 46, 'deceased': 1, 'recovered': 20, 'tested': 579}, 'total': {'confirmed': 1385, 'deceased': 5, 'recovered': 569, 'tested': 34968}}",1385.0
NL,2020-07-28,"{'delta': {'confirmed': 75, 'deceased': -1, 'other': 1, 'recovered': 8, 'tested': 708}, 'total': {'confirmed': 1460, 'deceased': 4, 'other': 1, 'recovered': 577, 'tested': 35676}}",1460.0
NL,2020-07-29,"{'delta': {'confirmed': 53, 'recovered': 18, 'tested': 679}, 'total': {'confirmed': 1513, 'deceased': 4, 'other': 1, 'recovered': 595, 'tested': 36355}}",1513.0
NL,2020-07-30,"{'delta': {'confirmed': 53, 'other': 1, 'recovered': 30, 'tested': 801}, 'total': {'confirmed': 1566, 'deceased': 4, 'other': 2, 'recovered': 625, 'tested': 37156}}",1566.0
NL,2020-07-31,"{'delta': {'confirmed': 127, 'recovered': 10, 'tested': 739}, 'total': {'confirmed': 1693, 'deceased': 4, 'other': 2, 'recovered': 635, 'tested': 37895}}",1693.0
NL,2020-08-01,"{'delta': {'confirmed': 138, 'other': 2, 'recovered': 5, 'tested': 739}, 'total': {'confirmed': 1831, 'deceased': 4, 'other': 4, 'recovered': 640, 'tested': 38634}}",1831.0
NL,2020-08-02,"{'delta': {'confirmed': 104, 'recovered': 8, 'tested': 658}, 'total': {'confirmed': 1935, 'deceased': 4, 'other': 4, 'recovered': 648, 'tested': 39292}}",1935.0
NL,2020-08-03,"{'delta': {'confirmed': 194, 'recovered': 9, 'tested': 1001}, 'total': {'confirmed': 2129, 'deceased': 4, 'other': 4, 'recovered': 657, 'tested': 40293}}",2129.0
NL,2020-08-04,"{'delta': {'confirmed': 276, 'recovered': 2, 'tested': 1074}, 'total': {'confirmed': 2405, 'deceased': 4, 'other': 4, 'recovered': 659, 'tested': 41367}}",2405.0
NL,2020-08-05,"{'delta': {'confirmed': 93, 'deceased': 2, 'other': -1, 'recovered': 26, 'tested': 662}, 'total': {'confirmed': 2498, 'deceased': 6, 'other': 3, 'recovered': 685, 'tested': 42029}}",2498.0
NL,2020-08-06,"{'delta': {'confirmed': 82, 'recovered': 134, 'tested': 871}, 'total': {'confirmed': 2580, 'deceased': 6, 'other': 3, 'recovered': 819, 'tested': 42900}}",2580.0
NL,2020-08-07,"{'delta': {'confirmed': 77, 'deceased': 1, 'other': -1, 'recovered': 5, 'tested': 1011}, 'total': {'confirmed': 2657, 'deceased': 7, 'other': 2, 'recovered': 824, 'tested': 43911}}",2657.0
NL,2020-08-08,"{'delta': {'confirmed': 31, 'other': 1, 'recovered': 69, 'tested': 655}, 'total': {'confirmed': 2688, 'deceased': 7, 'other': 3, 'recovered': 893, 'tested': 44566}}",2688.0
NL,2020-08-09,"{'delta': {'confirmed': 93, 'deceased': 1, 'recovered': 11, 'tested': 998}, 'total': {'confirmed': 2781, 'deceased': 8, 'other': 3, 'recovered': 904, 'tested': 45564}}",2781.0
NL,2020-08-10,"{'delta': {'confirmed': 230, 'recovered': 69, 'tested': 954}, 'total': {'confirmed': 3011, 'deceased': 8, 'other': 3, 'recovered': 973, 'tested': 46518}}",3011.0
NL,2020-08-11,"{'delta': {'confirmed': 20, 'deceased': -1, 'other': 4, 'recovered': 12, 'tested': 490}, 'total': {'confirmed': 3031, 'deceased': 7, 'other': 7, 'recovered': 985, 'tested': 47008}}",3031.0
NL,2020-08-12,"{'delta': {'confirmed': 87, 'recovered': 128, 'tested': 931}, 'total': {'confirmed': 3118, 'deceased': 7, 'other': 7, 'recovered': 1113, 'tested': 47939}}",3118.0
NL,2020-08-13,"{'delta': {'confirmed': 50, 'recovered': 26, 'tested': 506}, 'total': {'confirmed': 3168, 'deceased': 7, 'other': 7, 'recovered': 1139, 'tested': 48445}}",3168.0
NL,2020-08-14,"{'delta': {'confirmed': 154, 'recovered': 59, 'tested': 1089}, 'total': {'confirmed': 3322, 'deceased': 7, 'other': 7, 'recovered': 1198, 'tested': 49534}}",3322.0
NL,2020-08-15,"{'delta': {'confirmed': 18, 'recovered': 123, 'tested': 666}, 'total': {'confirmed': 3340, 'deceased': 7, 'other': 7, 'recovered': 1321, 'tested': 50200}}",3340.0
NL,2020-08-16,"{'delta': {'confirmed': 54, 'recovered': 101, 'tested': 746}, 'total': {'confirmed': 3394, 'deceased': 7, 'other': 7, 'recovered': 1422, 'tested': 50946}}",3394.0
NL,2020-08-17,"{'delta': {'confirmed': 61, 'recovered': 108, 'tested': 537}, 'total': {'confirmed': 3455, 'deceased': 7, 'other': 7, 'recovered': 1530, 'tested': 51483}}",3455.0
NL,2020-08-18,"{'delta': {'confirmed': 65, 'recovered': 134, 'tested': 656}, 'total': {'confirmed': 3520, 'deceased': 7, 'other': 7, 'recovered': 1664, 'tested': 52139}}",3520.0
NL,2020-08-19,"{'delta': {'confirmed': 38, 'recovered': 42, 'tested': 533}, 'total': {'confirmed': 3558, 'deceased': 7, 'other': 7, 'recovered': 1706, 'tested': 52672}}",3558.0
NL,2020-08-20,"{'delta': {'confirmed': 25, 'recovered': 215, 'tested': 1375}, 'total': {'confirmed': 3583, 'deceased': 7, 'other': 7, 'recovered': 1921, 'tested': 54047}}",3583.0
NL,2020-08-21,"{'delta': {'confirmed': 36, 'recovered': 153, 'tested': 613}, 'total': {'confirmed': 3619, 'deceased': 7, 'other': 7, 'recovered': 2074, 'tested': 54660}}",3619.0
NL,2020-08-22,"{'delta': {'confirmed': 16, 'deceased': 1, 'other': 1, 'recovered': 92, 'tested': 819}, 'total': {'confirmed': 3635, 'deceased': 8, 'other': 8, 'recovered': 2166, 'tested': 55479}}",3635.0
NL,2020-08-23,"{'delta': {'confirmed': 51, 'recovered': 128, 'tested': 861}, 'total': {'confirmed': 3686, 'deceased': 8, 'other': 8, 'recovered': 2294, 'tested': 56340}}",3686.0
NL,2020-08-24,"{'delta': {'confirmed': 28, 'other': 1, 'recovered': 102, 'tested': 561}, 'total': {'confirmed': 3714, 'deceased': 8, 'other': 9, 'recovered': 2396, 'tested': 56901}}",3714.0
NL,2020-08-25,"{'delta': {'confirmed': 38, 'other': 1, 'recovered': 215, 'tested': 525}, 'total': {'confirmed': 3752, 'deceased': 8, 'other': 10, 'recovered': 2611, 'tested': 57426}}",3752.0
NL,2020-08-26,"{'delta': {'confirmed': 26, 'tested': 627}, 'total': {'confirmed': 3778, 'deceased': 8, 'other': 10, 'recovered': 2611, 'tested': 58053}}",3778.0
NL,2020-08-27,"{'delta': {'confirmed': 6, 'recovered': 124, 'tested': 378}, 'total': {'confirmed': 3784, 'deceased': 8, 'other': 10, 'recovered': 2735, 'tested': 58431}}",3784.0
NL,2020-08-28,"{'delta': {'confirmed': 21, 'recovered': 115, 'tested': 351}, 'total': {'confirmed': 3805, 'deceased': 8, 'other': 10, 'recovered': 2850, 'tested': 58782}}",3805.0
NL,2020-08-29,"{'delta': {'confirmed': 46, 'recovered': 58, 'tested': 631}, 'total': {'confirmed': 3851, 'deceased': 8, 'other': 10, 'recovered': 2908, 'tested': 59413}}",3851.0
NL,2020-08-30,"{'delta': {'confirmed': 71, 'recovered': 109, 'tested': 812}, 'total': {'confirmed': 3922, 'deceased': 8, 'other': 10, 'recovered': 3017, 'tested': 60225}}",3922.0
NL,2020-08-31,"{'delta': {'confirmed': 28, 'recovered': 41, 'tested': 640}, 'total': {'confirmed': 3950, 'deceased': 8, 'other': 10, 'recovered': 3058, 'tested': 60865}}",3950.0
NL,2020-09-01,"{'delta': {'confirmed': 53, 'recovered': 133, 'tested': 674}, 'total': {'confirmed': 4003, 'deceased': 8, 'other': 10, 'recovered': 3191, 'tested': 61539}}",4003.0
NL,2020-09-02,"{'delta': {'confirmed': 14, 'other': 1, 'recovered': 22, 'tested': 865}, 'total': {'confirmed': 4017, 'deceased': 8, 'other': 11, 'recovered': 3213, 'tested': 62404}}",4017.0
NL,2020-09-03,"{'delta': {'confirmed': 49, 'other': 1, 'recovered': 101, 'tested': 755}, 'total': {'confirmed': 4066, 'deceased': 8, 'other': 12, 'recovered': 3314, 'tested': 63159}}",4066.0
NL,2020-09-04,"{'delta': {'confirmed': 41, 'recovered': 37, 'tested': 933}, 'total': {'confirmed': 4107, 'deceased': 8, 'other': 12, 'recovered': 3351, 'tested': 64092}}",4107.0
NL,2020-09-05,"{'delta': {'confirmed': 21, 'recovered': 68, 'tested': 711}, 'total': {'confirmed': 4128, 'deceased': 8, 'other': 12, 'recovered': 3419, 'tested': 64803}}",4128.0
NL,2020-09-06,"{'delta': {'confirmed': 50, 'recovered': 77, 'tested': 752}, 'total': {'confirmed': 4178, 'deceased': 8, 'other': 12, 'recovered': 3496, 'tested': 65555}}",4178.0
NL,2020-09-07,"{'delta': {'confirmed': 42, 'other': 1, 'recovered': 178, 'tested': 506}, 'total': {'confirmed': 4220, 'deceased': 8, 'other': 13, 'recovered': 3674, 'tested': 66061}}",4220.0
NL,2020-09-08,"{'delta': {'confirmed': 25, 'recovered': 54, 'tested': 383}, 'total': {'confirmed': 4245, 'deceased': 8, 'other': 13, 'recovered': 3728, 'tested': 66444}}",4245.0
NL,2020-09-09,"{'delta': {'confirmed': 130, 'recovered': 48, 'tested': 824}, 'total': {'confirmed': 4375, 'deceased': 8, 'other': 13, 'recovered': 3776, 'tested': 67268}}",4375.0
NL,2020-09-10,"{'delta': {'confirmed': 261, 'recovered': 5, 'tested': 873}, 'total': {'confirmed': 4636, 'deceased': 8, 'other': 13, 'recovered': 3781, 'tested': 68141}}",4636.0
NL,2020-09-11,"{'delta': {'confirmed': 310, 'recovered': 10, 'tested': 909}, 'total': {'confirmed': 4946, 'deceased': 8, 'other': 13, 'recovered': 3791, 'tested': 69050}}",4946.0
NL,2020-09-12,"{'delta': {'confirmed': 118, 'recovered': 31, 'tested': 616}, 'total': {'confirmed': 5064, 'deceased': 8, 'other': 13, 'recovered': 3822, 'tested': 69666}}",5064.0
NL,2020-09-13,"{'delta': {'confirmed': 19, 'other': 7, 'recovered': 61, 'tested': 505}, 'total': {'confirmed': 5083, 'deceased': 8, 'other': 20, 'recovered': 3883, 'tested': 70171}}",5083.0
